Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,41,1,2,1555,3,2,3,3,4,5,5,5,5,5,5,5,5,5,0,11.0
0,1,53,1,2,1235,5,5,5,5,3,4,4,5,5,4,5,4,5,5,8,5.0
0,1,49,1,2,2854,5,5,5,5,1,4,5,5,5,5,5,5,5,1,0,0.0
1,0,25,1,0,534,5,0,5,3,5,5,5,5,2,3,3,4,1,5,0,0.0
1,1,36,1,2,491,2,1,1,1,4,4,3,2,2,2,2,2,2,2,33,28.0
1,0,33,1,1,157,4,0,4,4,3,4,3,3,4,5,3,3,2,3,0,0.0
1,0,25,1,1,1371,4,4,4,3,3,4,3,3,2,3,3,1,3,3,0,4.0
0,1,45,1,2,925,4,4,4,4,2,4,4,4,4,4,4,5,4,5,9,12.0
1,1,31,0,1,802,2,3,2,2,3,2,3,3,2,2,2,1,2,3,70,62.0
0,0,30,1,1,925,3,3,3,2,5,3,5,5,1,3,1,5,2,5,0,0.0
1,0,25,1,1,591,1,4,1,1,5,1,3,5,5,3,3,2,1,5,0,0.0
0,1,23,0,1,1072,1,5,1,4,5,1,5,5,5,5,5,5,5,5,29,11.0
1,1,19,0,1,338,2,3,2,3,5,2,2,5,4,5,3,4,3,5,0,0.0
1,1,9,1,0,580,2,4,3,3,2,1,4,2,3,5,4,4,4,2,31,15.0
0,1,36,1,1,374,4,4,4,4,4,4,4,4,3,1,5,3,2,4,24,20.0
1,1,54,0,0,1091,1,3,1,2,3,1,5,3,2,3,5,1,2,3,34,41.0
0,0,35,1,1,1041,3,3,3,4,2,3,2,2,1,2,3,2,3,2,0,16.0
1,0,21,1,1,1073,1,1,1,4,1,3,3,3,1,2,4,3,3,3,0,0.0
0,1,38,0,1,109,4,3,4,4,5,4,5,5,1,1,4,5,1,5,0,2.0
1,1,25,0,1,551,3,4,3,3,2,3,2,2,4,3,4,2,2,2,0,0.0
0,1,38,1,2,1927,1,1,1,1,1,1,1,1,4,3,3,1,2,1,167,170.0
0,1,7,0,1,237,3,1,0,3,1,0,1,1,3,2,3,4,3,1,0,0.0
1,1,48,1,1,862,3,1,1,1,3,3,3,3,1,4,4,1,4,3,2,0.0
1,1,58,1,2,1342,3,3,4,3,3,5,5,5,5,5,5,3,5,4,9,1.0
0,1,39,0,2,1310,2,3,2,3,2,4,2,4,4,2,4,5,4,3,0,0.0
0,1,34,1,2,1750,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0.0
0,1,50,0,1,544,3,5,3,3,4,5,1,4,4,3,3,5,4,4,0,0.0
0,1,65,0,1,867,3,4,3,1,3,4,4,4,4,3,2,3,4,4,9,1.0
1,1,18,0,1,526,4,4,5,4,2,5,2,2,5,4,4,3,5,2,0,0.0
1,1,19,1,1,610,4,2,2,2,4,4,4,4,4,4,1,2,5,4,0,0.0
0,1,36,0,1,862,2,4,2,5,4,2,4,4,4,4,4,4,5,4,0,2.0
0,0,24,1,1,930,3,3,3,3,3,3,3,3,5,2,4,5,5,3,1,7.0
1,1,64,0,1,808,3,4,3,3,5,3,3,5,1,1,3,1,3,5,0,0.0
1,1,40,1,2,2128,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,20.0
0,0,36,1,1,537,3,2,3,3,3,3,3,3,2,2,4,3,3,3,29,18.0
0,0,25,1,2,366,1,5,1,1,3,1,3,3,4,3,4,3,5,3,0,0.0
0,1,63,0,1,954,3,5,3,3,4,1,2,2,2,3,2,4,2,3,0,0.0
1,1,26,1,2,2586,1,3,3,3,1,1,1,1,1,4,2,3,2,1,46,20.0
0,1,48,1,2,1998,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0.0
0,0,64,1,1,936,3,3,3,4,5,3,5,5,4,2,4,2,4,5,0,0.0
0,1,28,1,1,522,4,4,4,4,4,4,4,4,5,2,1,1,2,4,0,0.0
0,1,50,1,2,1823,2,4,4,4,1,4,4,2,2,3,2,4,2,3,0,0.0
0,1,41,1,2,2308,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,0.0
0,1,56,0,1,440,2,5,2,2,3,4,5,2,2,2,2,3,2,5,10,1.0
1,1,33,1,1,86,5,5,5,5,5,5,5,5,4,1,2,4,3,5,0,0.0
0,1,23,0,1,903,3,3,3,3,1,3,4,1,1,1,4,4,3,1,12,13.0
0,1,22,0,2,895,3,4,3,5,5,3,5,5,3,3,1,3,5,5,0,0.0
1,1,17,0,1,110,2,1,2,2,1,2,1,1,4,5,2,3,2,1,0,0.0
1,1,51,1,1,199,2,2,2,2,2,2,2,2,5,1,3,3,2,2,16,21.0
0,1,34,1,1,1182,4,2,2,2,4,4,4,4,2,2,4,1,4,4,2,0.0
1,0,25,1,1,1013,4,4,4,4,2,4,4,2,2,5,4,3,4,2,0,0.0
0,1,59,1,2,1416,1,1,1,1,3,5,5,4,4,4,4,5,4,3,0,1.0
0,1,54,1,1,957,5,4,4,4,4,1,4,5,5,5,5,4,5,3,10,17.0
0,1,33,1,1,328,0,0,0,3,4,0,4,4,3,4,3,1,2,4,0,3.0
0,1,50,0,1,1399,2,4,2,3,3,4,4,1,1,2,1,4,1,1,5,0.0
0,1,38,1,1,355,4,4,4,4,4,4,4,4,1,4,3,3,3,4,4,8.0
0,0,18,1,1,399,2,1,2,4,5,2,5,5,3,4,4,1,4,5,0,0.0
0,1,32,1,1,991,2,1,1,1,2,2,2,2,3,2,2,3,2,2,86,117.0
0,1,16,0,1,935,3,5,3,1,2,3,2,2,3,3,4,4,4,2,24,11.0
0,0,42,1,2,308,2,2,2,4,5,2,5,5,3,4,4,3,4,5,0,0.0
0,1,42,1,1,451,3,1,1,1,2,3,3,2,2,3,2,3,2,3,23,21.0
1,1,53,1,2,328,2,2,2,2,5,5,4,5,5,5,5,5,5,4,1,0.0
0,0,52,1,1,814,3,3,3,4,1,3,1,1,3,2,3,1,3,1,0,0.0
0,1,55,1,2,3874,4,5,5,5,2,3,4,4,4,4,4,3,4,1,4,0.0
1,1,54,1,1,516,5,4,4,4,5,5,5,5,1,5,5,2,4,5,0,0.0
0,1,43,0,1,280,1,4,1,3,4,4,4,1,1,1,1,5,1,5,0,0.0
0,1,47,1,1,838,3,5,5,5,1,4,3,3,3,3,3,3,3,2,0,0.0
0,1,50,1,2,547,3,3,3,3,5,4,5,3,3,3,3,5,3,4,0,0.0
0,1,40,1,1,1046,3,1,1,1,3,3,3,3,4,1,3,3,3,3,0,0.0
0,1,49,1,0,187,4,4,4,4,3,4,4,4,4,4,4,3,4,1,13,10.0
0,1,39,1,2,3471,1,1,1,1,2,4,3,1,1,2,1,3,1,2,0,0.0
1,1,55,0,0,534,2,5,2,3,3,2,3,3,3,5,5,3,4,3,24,4.0
1,1,44,1,1,391,3,4,4,4,3,3,3,3,2,5,2,2,4,3,6,0.0
0,1,20,0,1,273,1,0,1,1,5,1,5,5,4,4,1,3,4,5,0,0.0
0,1,30,1,2,2210,1,3,3,3,1,1,1,1,2,5,4,1,4,1,39,25.0
0,1,45,1,2,3063,2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0.0
1,0,37,1,2,362,2,1,1,3,4,1,4,4,3,1,4,1,3,4,0,6.0
0,1,31,1,2,2254,1,3,3,3,1,1,1,1,1,1,3,4,3,1,0,0.0
0,1,55,1,2,327,0,0,0,4,5,4,4,2,2,2,2,5,2,4,0,0.0
0,1,43,1,2,3277,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0.0
1,0,28,1,1,1044,2,2,2,3,5,2,4,5,1,5,4,2,4,5,106,85.0
1,1,54,1,1,503,1,2,2,2,1,1,1,1,3,2,4,4,4,1,23,17.0
1,1,47,1,2,1592,2,2,2,2,2,4,5,5,5,5,5,5,5,5,25,0.0
1,1,39,1,1,1076,3,3,3,3,3,3,3,3,2,1,3,2,3,3,30,14.0
0,1,20,0,1,628,0,5,0,1,1,0,1,1,3,4,4,3,5,1,16,4.0
1,1,58,0,1,393,2,2,2,3,3,2,3,3,3,4,3,4,3,3,15,1.0
0,1,13,0,1,151,2,5,2,4,5,2,5,5,3,4,4,3,4,5,0,0.0
0,1,46,1,2,2163,2,2,2,2,4,5,1,5,5,5,5,5,5,3,0,0.0
1,1,36,1,1,214,4,5,5,5,4,4,4,1,2,2,5,4,4,4,133,143.0
0,1,28,0,1,2419,3,4,3,3,2,3,2,2,3,4,3,5,5,2,0,0.0
1,0,59,1,2,460,5,5,5,1,4,5,4,4,5,2,4,4,5,4,0,0.0
0,1,51,1,2,1930,1,3,3,3,2,4,3,1,1,1,1,3,1,3,0,0.0
1,1,48,1,2,3185,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0.0
0,1,12,0,1,490,5,5,4,4,3,4,3,3,1,4,1,3,2,3,0,0.0
1,0,23,1,2,689,5,0,5,2,2,5,3,2,4,4,4,4,4,2,1,0.0
0,1,59,0,1,1910,5,4,5,4,5,5,5,4,4,5,4,4,4,4,4,0.0
0,1,31,1,2,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11.0
1,0,26,1,1,241,2,2,2,3,4,2,4,4,4,2,4,3,4,4,0,0.0
0,0,50,1,2,441,2,2,2,1,2,2,2,2,5,2,4,3,5,2,0,5.0
0,1,33,1,2,3699,3,3,3,3,4,3,3,3,3,3,3,4,3,3,14,15.0
0,1,67,0,2,390,3,4,3,3,4,3,4,4,4,3,4,2,4,3,0,0.0
1,1,38,1,2,1639,2,2,2,2,4,4,5,3,3,4,3,3,3,3,11,7.0
1,1,51,1,2,101,0,3,1,3,5,2,4,3,3,3,3,4,3,5,0,5.0
1,1,13,0,1,2381,3,4,3,3,3,3,3,3,1,3,4,3,3,3,2,0.0
1,0,15,1,1,1330,3,3,3,3,4,3,2,4,4,4,5,2,2,4,0,0.0
1,1,28,1,2,481,4,1,4,4,2,2,2,2,4,4,5,4,2,2,0,0.0
1,1,55,0,1,1670,2,1,2,3,3,2,3,3,1,2,2,1,2,3,0,0.0
1,0,54,1,1,1027,1,1,1,4,1,2,2,3,2,4,3,2,1,2,0,6.0
1,1,25,0,1,668,3,4,3,1,3,3,4,3,4,3,5,3,5,3,10,50.0
1,1,53,1,2,2789,4,3,4,4,3,4,4,4,4,4,4,2,4,2,0,7.0
1,1,48,0,2,569,4,2,4,2,5,3,3,4,4,4,4,2,4,1,0,0.0
0,1,61,1,1,1095,3,2,2,2,1,3,4,2,2,3,2,2,2,4,0,0.0
0,1,46,1,2,2279,0,4,0,2,2,2,1,2,2,2,2,3,2,5,34,27.0
1,1,54,1,1,147,4,2,2,2,4,4,4,4,1,4,4,3,4,4,0,0.0
1,1,28,0,1,694,3,4,3,3,4,3,4,4,4,3,5,5,5,4,15,1.0
0,1,51,1,2,2139,3,3,3,3,3,4,5,5,5,5,5,4,5,3,11,3.0
1,1,60,1,2,705,4,4,4,4,3,3,5,4,4,4,4,2,4,3,0,0.0
1,0,26,1,1,1797,4,4,4,3,5,4,1,5,2,5,2,1,4,5,0,0.0
1,1,7,0,1,160,3,4,3,1,2,3,2,2,3,3,5,5,4,2,25,11.0
1,1,40,0,1,237,4,4,4,1,4,4,4,4,3,5,5,4,4,4,0,0.0
1,1,46,1,2,2920,1,1,1,1,5,3,3,1,1,1,1,3,1,1,0,8.0
0,1,55,0,1,731,2,3,2,3,3,2,3,4,4,2,4,2,4,2,0,0.0
0,1,39,1,2,965,3,3,3,3,4,5,5,5,5,5,5,4,5,4,0,0.0
1,1,29,1,2,312,3,3,2,3,4,4,4,4,4,2,4,5,5,4,0,12.0
0,1,27,1,2,3104,4,3,3,3,4,3,4,4,3,3,3,4,2,4,19,6.0
1,0,38,1,1,762,2,2,2,3,5,2,4,5,1,3,2,3,3,5,8,0.0
0,1,70,0,1,867,2,5,2,1,4,5,5,1,1,2,1,5,1,3,0,0.0
1,1,68,1,2,746,3,5,3,5,3,3,4,3,3,3,3,1,3,2,130,129.0
1,1,63,0,1,979,4,5,3,3,1,3,1,1,5,4,4,5,4,1,7,17.0
0,1,44,1,2,3571,4,4,4,4,3,5,4,5,5,5,5,5,5,5,10,0.0
1,1,42,1,2,2392,5,5,5,5,5,4,5,4,4,4,4,5,4,4,0,0.0
0,1,10,0,1,259,3,2,0,3,5,0,5,5,4,4,4,4,3,5,0,0.0
1,1,23,1,2,2024,1,4,2,2,4,4,1,4,2,5,3,1,3,4,112,107.0
0,1,52,1,2,2172,5,5,5,5,4,3,4,4,4,4,4,3,4,4,6,0.0
0,0,19,1,1,761,1,1,1,4,5,1,5,5,3,1,3,3,4,5,0,7.0
1,1,57,1,2,1551,4,4,2,4,5,5,5,4,4,4,4,4,4,4,23,32.0
0,1,10,1,2,3963,1,1,1,1,1,1,1,1,4,1,2,4,2,1,5,0.0
1,1,61,1,1,605,4,1,1,1,4,4,4,5,4,5,2,4,4,4,168,192.0
1,1,54,1,2,599,5,3,3,3,4,3,2,5,5,4,5,1,5,2,0,0.0
0,1,53,0,1,731,1,2,1,3,2,4,4,4,4,1,4,2,4,2,73,75.0
0,0,23,1,1,813,1,1,1,4,3,1,3,3,3,5,4,3,4,3,95,78.0
1,1,35,0,1,1069,2,5,2,1,4,2,4,4,2,1,1,5,3,4,58,41.0
0,1,26,1,2,3404,1,2,2,2,1,1,1,1,3,3,4,2,4,1,0,0.0
0,1,22,1,2,273,3,3,3,3,4,4,4,4,2,4,2,4,4,4,8,2.0
0,1,53,1,2,2218,3,2,2,2,2,2,2,3,3,3,3,4,3,4,43,32.0
0,0,40,1,2,628,3,3,3,2,3,3,3,3,3,1,3,2,3,3,31,54.0
1,1,43,1,2,1744,2,2,2,2,5,5,5,4,4,5,4,3,4,3,59,52.0
1,1,42,0,1,1010,2,3,2,2,5,2,5,5,4,2,4,3,5,5,0,0.0
1,1,53,1,2,447,1,1,1,1,3,5,4,5,5,5,5,5,5,3,29,36.0
0,0,20,1,1,954,2,2,2,4,4,2,4,4,1,3,4,2,1,4,0,15.0
1,1,52,1,0,1024,3,3,3,3,3,3,3,3,3,5,4,3,3,3,0,8.0
1,1,61,0,1,356,4,2,3,3,3,3,2,3,3,5,3,4,3,3,2,4.0
0,1,61,0,2,679,3,4,3,3,3,4,5,2,2,3,2,1,2,2,0,0.0
0,0,27,1,2,569,1,1,1,4,1,1,1,1,3,4,5,4,4,1,0,0.0
1,0,36,1,1,1416,3,3,3,2,3,3,5,3,5,2,3,5,1,3,22,0.0
0,1,61,0,2,280,1,4,1,4,4,4,5,1,1,1,1,5,1,5,0,44.0
1,1,46,1,2,592,4,4,4,4,4,4,5,3,3,4,3,3,3,2,0,0.0
0,1,19,0,1,264,1,2,1,3,3,1,3,3,2,3,4,3,3,3,0,0.0
1,1,37,1,0,259,4,4,4,4,4,4,4,4,2,4,3,2,4,4,24,26.0
1,0,26,1,2,1205,5,5,5,2,5,2,2,4,4,4,4,2,3,2,452,444.0
1,0,37,1,2,184,4,4,4,4,1,4,1,1,5,2,4,3,5,1,23,41.0
0,0,19,1,1,480,1,2,1,4,5,1,3,5,2,4,4,2,4,5,28,28.0
1,1,59,1,2,620,2,2,5,2,3,5,5,5,5,5,5,3,5,5,0,0.0
1,1,14,0,1,937,1,3,1,4,4,1,4,4,3,1,4,2,4,4,9,20.0
1,1,37,1,0,574,4,4,4,4,4,4,4,4,5,4,4,1,4,4,5,5.0
0,1,41,0,1,507,4,4,5,4,5,5,5,5,4,3,4,1,4,5,0,0.0
1,1,16,0,1,1020,5,0,5,3,5,5,5,5,1,4,3,4,2,5,7,13.0
0,1,45,0,1,1242,4,5,3,2,5,4,5,1,1,3,1,5,1,5,0,1.0
0,1,36,1,1,580,2,4,4,4,2,2,2,2,4,2,2,1,3,2,1,0.0
0,1,60,1,2,3182,1,1,1,1,5,4,4,5,5,4,4,4,5,5,13,11.0
0,1,52,1,1,612,3,3,3,3,5,3,3,3,3,3,3,1,3,1,29,43.0
1,1,38,1,2,2531,3,3,3,3,4,3,3,3,3,3,3,2,3,1,0,0.0
1,1,14,0,1,414,4,4,4,4,2,4,2,2,5,5,5,5,4,2,0,0.0
1,1,12,1,2,1846,4,4,4,4,5,4,5,5,4,3,3,4,5,5,0,28.0
1,1,38,0,0,332,4,1,5,3,1,5,1,1,4,2,3,1,3,1,107,96.0
0,1,68,0,1,510,3,3,3,4,5,4,3,1,1,3,1,5,1,4,0,0.0
0,1,46,1,2,3843,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0.0
0,1,47,1,1,132,4,2,2,2,5,4,3,4,4,4,4,4,4,3,0,0.0
0,0,27,1,2,581,1,1,1,4,1,1,1,1,5,2,5,3,4,1,0,0.0
1,1,30,1,2,2396,4,4,4,4,4,4,4,4,4,1,5,4,4,4,0,0.0
1,1,9,0,1,541,2,5,4,5,2,4,2,2,5,2,5,3,5,2,0,0.0
0,1,47,1,2,581,3,3,3,3,2,5,5,5,5,5,5,4,5,5,34,27.0
1,1,43,1,2,2018,3,2,2,2,4,4,4,3,3,3,3,2,3,1,0,0.0
0,0,23,1,1,515,1,4,1,4,5,1,5,5,4,4,5,4,4,5,3,0.0
1,1,56,1,2,1671,1,1,1,1,3,4,5,3,3,2,3,4,3,5,0,0.0
1,1,55,1,2,1996,5,4,2,4,4,4,3,5,5,4,5,1,5,1,14,16.0
1,1,42,1,0,781,5,3,3,3,5,5,5,5,5,1,2,1,5,5,30,14.0
1,1,40,0,1,337,0,4,0,2,2,0,2,2,3,2,5,5,4,2,0,0.0
0,1,47,0,2,836,1,4,1,4,5,5,4,3,3,1,5,3,3,5,0,0.0
0,0,16,1,1,229,3,1,3,3,2,3,2,2,2,5,4,3,4,2,0,0.0
0,0,25,1,2,1342,5,0,5,4,4,5,4,4,5,3,4,4,5,4,23,18.0
0,1,52,0,0,1014,4,3,4,5,5,3,3,1,1,4,1,4,1,4,6,4.0
1,1,49,1,2,250,0,0,0,3,3,4,4,4,4,4,4,3,4,4,45,39.0
1,1,8,0,1,1073,4,4,4,1,3,4,3,3,5,5,4,4,5,3,13,1.0
1,1,57,1,2,2377,5,5,5,5,2,4,5,5,5,5,5,3,5,4,16,35.0
1,1,18,0,2,455,3,4,3,3,3,3,3,3,5,3,4,4,4,3,0,0.0
0,1,43,1,2,3228,5,3,5,5,1,5,1,4,4,4,4,3,4,3,21,0.0
0,0,21,1,1,349,4,0,4,5,3,4,3,3,4,4,4,5,4,3,0,0.0
0,1,51,1,1,595,3,3,4,3,4,5,2,3,3,3,3,5,3,3,9,5.0
0,0,20,1,1,337,3,1,3,3,2,3,5,2,4,5,3,3,2,2,0,0.0
0,1,69,1,1,109,4,4,4,4,1,3,4,4,4,4,4,3,4,2,14,36.0
1,1,37,1,2,1199,3,3,2,3,2,4,5,3,3,2,3,4,3,1,0,14.0
0,1,50,0,1,728,1,4,2,2,4,4,5,1,1,2,1,3,1,1,0,0.0
1,1,37,0,1,185,2,4,0,4,2,0,2,2,1,3,5,3,5,2,0,0.0
0,1,49,0,1,416,2,5,2,4,4,3,1,2,2,2,2,1,2,3,0,0.0
1,1,59,1,2,2511,1,1,1,1,5,4,5,4,4,5,4,4,4,4,0,1.0
0,1,26,0,1,250,3,4,3,3,3,3,3,3,2,4,3,5,3,3,128,126.0
0,1,44,1,2,2081,4,4,4,4,5,5,5,3,2,5,1,5,2,5,126,133.0
0,1,52,1,1,102,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0
1,1,60,1,1,680,4,2,1,2,4,4,4,4,2,4,2,4,4,4,0,0.0
1,0,44,1,2,417,5,5,5,2,5,5,5,5,3,2,4,4,5,5,0,0.0
0,1,49,0,1,229,1,4,1,2,4,4,5,1,1,1,1,5,1,5,0,0.0
1,1,44,1,2,3913,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,34.0
1,1,23,0,1,214,2,0,2,2,4,2,4,4,5,4,5,5,3,4,0,0.0
1,1,31,0,1,484,2,3,2,5,2,2,2,2,5,1,5,4,1,2,24,13.0
0,1,60,1,2,1827,1,1,1,1,3,4,4,4,4,4,4,4,4,3,1,0.0
1,1,34,1,2,1085,2,1,2,2,3,4,5,5,5,5,5,4,5,5,0,0.0
1,1,40,1,2,1514,4,4,4,4,5,5,4,2,2,2,2,4,2,3,35,51.0
0,0,27,1,1,1008,3,3,3,1,4,3,4,4,2,2,4,1,2,4,0,0.0
1,1,67,0,1,577,4,2,4,2,1,4,1,1,2,1,2,4,2,1,0,0.0
0,1,59,1,2,314,2,2,2,2,4,5,4,5,5,5,5,3,5,3,80,69.0
1,1,50,0,1,1052,2,4,2,4,5,2,5,5,5,4,4,5,5,5,0,0.0
1,1,51,1,2,1833,1,1,3,1,3,4,4,4,4,4,4,5,4,5,2,0.0
0,1,30,1,2,135,4,4,4,4,4,4,5,4,5,4,4,5,4,4,0,0.0
1,1,53,1,2,802,2,2,2,2,4,5,4,3,3,3,3,5,3,5,0,0.0
0,1,14,0,1,369,1,5,1,4,2,1,4,2,1,3,5,3,5,2,0,0.0
1,1,29,0,0,1947,1,5,1,2,1,1,1,1,3,4,5,4,2,1,7,0.0
0,1,50,1,2,2335,5,5,5,5,4,5,5,4,4,5,4,5,4,3,0,0.0
1,1,27,0,1,503,5,5,5,5,3,5,2,3,5,3,4,3,5,3,0,0.0
1,1,22,1,2,2125,1,1,1,1,5,5,5,5,3,3,4,5,4,5,0,0.0
1,1,38,0,1,761,2,5,2,4,3,2,3,3,3,2,5,3,5,3,0,0.0
1,1,40,1,1,368,3,3,3,3,3,3,3,3,3,2,4,4,3,3,22,11.0
1,1,60,1,2,1529,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0.0
1,1,21,1,1,813,4,2,2,2,4,4,2,4,4,3,4,3,4,4,95,79.0
0,1,31,1,0,925,4,4,4,4,5,5,5,5,2,4,2,4,4,5,5,0.0
1,1,56,1,2,2290,1,1,1,1,3,4,5,4,4,4,4,5,4,3,0,0.0
1,0,57,1,1,296,2,4,2,4,3,2,3,3,5,2,2,4,2,3,0,0.0
1,0,27,1,1,1431,2,2,2,3,2,2,2,2,2,2,3,1,3,2,18,11.0
1,1,23,1,1,2172,5,2,2,2,5,5,4,5,2,3,5,1,1,5,0,0.0
0,1,35,0,1,409,3,5,3,3,1,3,1,1,4,4,5,5,5,1,0,0.0
1,1,30,1,0,978,4,3,3,3,4,4,4,4,2,4,4,1,1,4,36,26.0
0,1,58,0,1,2615,3,5,3,4,3,3,2,4,3,3,4,2,5,2,0,0.0
0,1,56,1,2,2434,3,3,3,3,4,4,4,4,4,5,5,4,4,4,3,4.0
0,1,55,1,2,770,1,1,1,1,2,4,5,5,5,5,5,3,5,3,34,40.0
0,1,43,1,2,2441,2,2,2,2,4,4,4,4,4,4,4,4,4,4,0,0.0
1,1,7,0,1,692,2,4,2,1,2,1,1,3,4,5,4,1,4,1,142,119.0
1,0,32,1,1,331,1,0,1,1,3,1,3,3,5,4,2,3,1,3,0,0.0
1,1,61,0,0,989,3,5,3,3,3,3,3,3,4,3,4,5,5,3,16,12.0
1,1,57,1,1,1749,2,5,5,5,2,2,2,2,2,2,1,4,3,2,0,1.0
0,1,38,1,2,2248,5,5,5,5,2,3,1,4,4,4,4,2,4,4,0,0.0
1,1,43,1,0,460,4,4,4,4,4,4,4,4,2,4,2,2,3,4,0,0.0
1,0,24,1,1,544,2,0,2,4,5,2,5,5,3,2,5,3,5,5,0,0.0
0,0,29,1,1,602,3,2,4,3,3,4,3,3,2,5,3,1,2,3,24,25.0
1,1,21,1,2,1452,2,2,2,2,3,4,3,3,3,4,5,3,4,3,54,38.0
1,1,67,0,1,354,2,5,2,4,4,2,4,4,3,4,5,5,4,4,0,0.0
1,1,59,1,2,3630,0,4,0,3,2,1,1,2,2,2,2,3,2,4,0,0.0
1,1,32,1,2,3447,5,5,5,5,4,4,4,4,2,4,2,3,5,4,0,0.0
0,1,39,0,1,450,3,4,3,5,2,3,2,2,3,4,4,4,4,2,85,93.0
1,1,22,1,2,3076,2,2,2,2,4,5,4,4,5,5,2,3,4,4,43,38.0
1,1,50,1,2,2792,5,5,5,5,4,5,5,2,2,2,2,4,2,5,7,0.0
0,1,57,1,2,2671,1,1,1,1,5,3,3,5,5,5,4,4,5,2,0,3.0
0,1,42,1,2,1891,3,3,3,3,1,2,1,5,5,5,5,4,5,3,0,0.0
1,1,50,0,1,1025,2,5,2,1,3,2,3,3,5,3,4,5,4,3,7,20.0
0,1,49,1,2,134,3,3,3,3,4,4,5,5,5,5,4,3,5,4,0,0.0
1,1,35,0,1,288,2,4,2,1,5,2,5,5,3,3,4,4,4,5,7,7.0
1,1,56,1,2,3012,0,0,0,4,2,4,4,4,4,4,4,4,4,5,6,0.0
0,1,41,0,1,1068,1,5,1,1,2,1,2,2,4,3,5,4,4,2,0,17.0
1,1,60,1,1,496,5,3,2,3,5,5,5,5,2,2,5,2,2,5,0,0.0
1,1,13,0,1,212,1,0,0,4,5,0,5,5,5,2,5,4,4,5,4,2.0
1,0,36,1,2,1085,1,1,1,3,5,1,5,5,1,5,4,4,3,5,0,0.0
1,1,52,1,2,2960,4,1,1,1,5,2,2,4,4,4,4,1,4,4,8,0.0
0,1,60,0,1,214,3,2,0,4,1,4,4,1,1,0,1,1,1,3,0,0.0
0,1,59,0,1,951,3,3,3,1,5,4,4,4,4,3,5,1,4,2,0,25.0
1,1,51,1,2,2820,5,5,5,5,4,4,5,4,4,5,4,3,4,5,2,0.0
0,1,40,1,2,2664,5,5,5,5,5,4,4,4,4,3,4,4,4,5,64,53.0
0,1,43,1,2,184,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0.0
1,1,22,1,2,3930,2,3,2,2,3,4,3,3,5,5,5,2,2,3,0,0.0
1,0,37,1,2,1173,3,3,3,1,2,3,2,2,4,5,4,4,4,2,12,53.0
0,1,52,0,1,305,0,1,0,4,4,3,4,5,5,0,5,3,5,4,0,0.0
0,1,47,1,2,2642,3,3,3,3,2,5,5,5,5,5,5,5,5,3,0,0.0
0,1,45,1,2,696,2,2,2,2,1,4,4,2,2,2,2,3,2,1,44,30.0
1,1,53,0,1,1061,3,4,3,3,1,3,1,1,4,2,5,3,4,1,3,0.0
0,1,52,1,2,2488,0,3,0,4,5,1,1,3,3,3,3,2,3,1,7,3.0
0,1,25,0,1,460,4,3,4,3,5,4,1,5,4,4,2,4,3,5,0,0.0
0,1,42,1,1,1010,5,4,4,4,1,2,3,5,5,5,5,1,5,2,0,0.0
0,1,43,0,1,692,1,3,0,4,5,3,4,1,1,0,1,3,1,3,0,0.0
1,0,18,1,1,942,5,5,5,1,4,5,4,4,4,4,4,3,4,4,0,21.0
1,1,30,1,2,2210,5,5,5,5,4,4,4,4,3,3,4,4,4,4,0,0.0
1,1,57,0,1,903,3,4,3,2,5,3,5,5,4,5,4,4,4,5,60,51.0
0,1,56,1,2,503,4,5,4,4,5,5,4,4,4,4,4,5,4,5,1,0.0
1,0,24,1,1,1416,5,5,5,4,1,5,1,1,3,4,5,5,5,1,0,0.0
0,1,34,0,1,967,3,5,3,3,2,3,2,2,5,4,4,4,5,2,10,31.0
0,1,41,1,2,2583,5,5,5,5,2,5,4,4,4,4,4,4,4,3,21,34.0
0,0,24,1,1,907,2,2,2,5,5,2,3,5,5,1,3,4,4,5,23,23.0
0,1,47,0,1,562,4,5,4,1,2,4,5,4,4,4,2,3,4,3,2,2.0
1,1,29,0,1,1750,1,2,1,2,5,1,5,5,2,2,3,1,2,5,0,0.0
0,0,27,1,1,737,1,1,1,3,1,1,1,1,3,2,3,2,3,1,1,1.0
1,1,42,0,1,1463,3,4,3,1,1,3,1,1,5,3,5,4,4,1,0,0.0
